,building_id,timestamp,meter_reading,anomaly
155,1232,2016-01-01 00:00:00,211.988,0
353,1232,2016-01-01 01:00:00,211.0,0
552,1232,2016-01-01 02:00:00,204.0,0
751,1232,2016-01-01 03:00:00,212.0,0
950,1232,2016-01-01 04:00:00,199.0,0
1149,1232,2016-01-01 05:00:00,204.0,0
1348,1232,2016-01-01 06:00:00,208.0,0
1547,1232,2016-01-01 07:00:00,196.0,0
1746,1232,2016-01-01 08:00:00,199.0,0
1945,1232,2016-01-01 09:00:00,200.0,0
2144,1232,2016-01-01 10:00:00,204.0,0
2343,1232,2016-01-01 11:00:00,195.0,0
2542,1232,2016-01-01 12:00:00,208.0,0
2741,1232,2016-01-01 13:00:00,204.0,0
2940,1232,2016-01-01 14:00:00,196.0,0
3139,1232,2016-01-01 15:00:00,203.0,0
3338,1232,2016-01-01 16:00:00,192.0,0
3537,1232,2016-01-01 17:00:00,196.0,0
3736,1232,2016-01-01 18:00:00,199.0,0
3935,1232,2016-01-01 19:00:00,200.0,0
4134,1232,2016-01-01 20:00:00,200.0,0
4333,1232,2016-01-01 21:00:00,203.0,0
4532,1232,2016-01-01 22:00:00,196.0,0
4731,1232,2016-01-01 23:00:00,208.0,0
4930,1232,2016-01-02 00:00:00,208.0,0
5128,1232,2016-01-02 01:00:00,208.0,0
5327,1232,2016-01-02 02:00:00,207.0,0
5526,1232,2016-01-02 03:00:00,208.0,0
5725,1232,2016-01-02 04:00:00,212.0,0
5924,1232,2016-01-02 05:00:00,200.0,0
6123,1232,2016-01-02 06:00:00,203.0,0
6322,1232,2016-01-02 07:00:00,200.0,0
6521,1232,2016-01-02 08:00:00,208.0,0
6720,1232,2016-01-02 09:00:00,203.0,0
6919,1232,2016-01-02 10:00:00,196.0,0
7118,1232,2016-01-02 11:00:00,204.0,0
7317,1232,2016-01-02 12:00:00,207.0,0
7516,1232,2016-01-02 13:00:00,204.0,0
7715,1232,2016-01-02 14:00:00,204.0,0
7914,1232,2016-01-02 15:00:00,200.0,0
8113,1232,2016-01-02 16:00:00,207.0,0
8312,1232,2016-01-02 17:00:00,200.0,0
8511,1232,2016-01-02 18:00:00,196.0,0
8710,1232,2016-01-02 19:00:00,199.0,0
8909,1232,2016-01-02 20:00:00,204.0,0
9108,1232,2016-01-02 21:00:00,200.0,0
9307,1232,2016-01-02 22:00:00,200.0,0
9506,1232,2016-01-02 23:00:00,211.0,0
9705,1232,2016-01-03 00:00:00,204.0,0
9903,1232,2016-01-03 01:00:00,204.0,0
10102,1232,2016-01-03 02:00:00,208.0,0
10301,1232,2016-01-03 03:00:00,203.0,0
10500,1232,2016-01-03 04:00:00,204.0,0
10699,1232,2016-01-03 05:00:00,204.0,0
10898,1232,2016-01-03 06:00:00,203.0,0
11097,1232,2016-01-03 07:00:00,196.0,0
11296,1232,2016-01-03 08:00:00,204.0,0
11495,1232,2016-01-03 09:00:00,200.0,0
11694,1232,2016-01-03 10:00:00,199.0,0
11893,1232,2016-01-03 11:00:00,208.0,0
12092,1232,2016-01-03 12:00:00,204.0,0
12291,1232,2016-01-03 13:00:00,200.0,0
12490,1232,2016-01-03 14:00:00,199.0,0
12689,1232,2016-01-03 15:00:00,196.0,0
12888,1232,2016-01-03 16:00:00,196.0,0
13087,1232,2016-01-03 17:00:00,195.0,0
13286,1232,2016-01-03 18:00:00,196.0,0
13485,1232,2016-01-03 19:00:00,192.0,0
13684,1232,2016-01-03 20:00:00,200.0,0
13883,1232,2016-01-03 21:00:00,199.0,0
14082,1232,2016-01-03 22:00:00,192.0,0
14281,1232,2016-01-03 23:00:00,204.012,0
14480,1232,2016-01-04 00:00:00,203.0,0
14678,1232,2016-01-04 01:00:00,208.0,0
14877,1232,2016-01-04 02:00:00,203.988,0
15076,1232,2016-01-04 03:00:00,199.989,0
15275,1232,2016-01-04 04:00:00,198.989,0
15474,1232,2016-01-04 05:00:00,200.0,0
15672,1232,2016-01-04 06:00:00,204.0,0
15870,1232,2016-01-04 07:00:00,195.011,0
16069,1232,2016-01-04 08:00:00,204.0,0
16268,1232,2016-01-04 09:00:00,196.0,0
16467,1232,2016-01-04 10:00:00,208.012,0
16666,1232,2016-01-04 11:00:00,239.013,0
16865,1232,2016-01-04 12:00:00,239.987,0
17064,1232,2016-01-04 13:00:00,252.014,0
17263,1232,2016-01-04 14:00:00,251.014,0
