,building_id,timestamp,meter_reading,anomaly
195,1316,2016-01-01 00:00:00,41.219,0
393,1316,2016-01-01 01:00:00,42.25,0
592,1316,2016-01-01 02:00:00,41.125,0
791,1316,2016-01-01 03:00:00,40.438,0
990,1316,2016-01-01 04:00:00,43.094,0
1189,1316,2016-01-01 05:00:00,40.625,0
1388,1316,2016-01-01 06:00:00,41.469,0
1587,1316,2016-01-01 07:00:00,40.875,0
1786,1316,2016-01-01 08:00:00,41.062,0
1985,1316,2016-01-01 09:00:00,40.344,0
2184,1316,2016-01-01 10:00:00,40.812,0
2383,1316,2016-01-01 11:00:00,41.469,0
2582,1316,2016-01-01 12:00:00,40.906,0
2781,1316,2016-01-01 13:00:00,40.219,0
2980,1316,2016-01-01 14:00:00,40.188,0
3179,1316,2016-01-01 15:00:00,40.031,0
3378,1316,2016-01-01 16:00:00,40.094,0
3577,1316,2016-01-01 17:00:00,40.125,0
3776,1316,2016-01-01 18:00:00,38.875,0
3975,1316,2016-01-01 19:00:00,39.531,0
4174,1316,2016-01-01 20:00:00,39.0,0
4373,1316,2016-01-01 21:00:00,39.594,0
4572,1316,2016-01-01 22:00:00,38.594,0
4771,1316,2016-01-01 23:00:00,41.062,0
4970,1316,2016-01-02 00:00:00,40.875,0
5168,1316,2016-01-02 01:00:00,41.344,0
5367,1316,2016-01-02 02:00:00,42.375,0
5566,1316,2016-01-02 03:00:00,42.281,0
5765,1316,2016-01-02 04:00:00,41.719,0
5964,1316,2016-01-02 05:00:00,42.281,0
6163,1316,2016-01-02 06:00:00,43.5,0
6362,1316,2016-01-02 07:00:00,41.219,0
6561,1316,2016-01-02 08:00:00,41.875,0
6760,1316,2016-01-02 09:00:00,41.906,0
6959,1316,2016-01-02 10:00:00,42.0,0
7158,1316,2016-01-02 11:00:00,42.344,0
7357,1316,2016-01-02 12:00:00,42.531,0
7556,1316,2016-01-02 13:00:00,40.719,0
7755,1316,2016-01-02 14:00:00,41.312,0
7954,1316,2016-01-02 15:00:00,39.625,0
8153,1316,2016-01-02 16:00:00,40.062,0
8352,1316,2016-01-02 17:00:00,40.25,0
8551,1316,2016-01-02 18:00:00,39.25,0
8750,1316,2016-01-02 19:00:00,39.875,0
8949,1316,2016-01-02 20:00:00,39.5,0
9148,1316,2016-01-02 21:00:00,39.938,0
9347,1316,2016-01-02 22:00:00,39.344,0
9546,1316,2016-01-02 23:00:00,41.438,0
9745,1316,2016-01-03 00:00:00,40.344,0
9943,1316,2016-01-03 01:00:00,40.188,0
10142,1316,2016-01-03 02:00:00,40.219,0
10341,1316,2016-01-03 03:00:00,41.375,0
10540,1316,2016-01-03 04:00:00,40.656,0
10739,1316,2016-01-03 05:00:00,40.312,0
10938,1316,2016-01-03 06:00:00,40.531,0
11137,1316,2016-01-03 07:00:00,40.062,0
11336,1316,2016-01-03 08:00:00,41.969,0
11535,1316,2016-01-03 09:00:00,40.312,0
11734,1316,2016-01-03 10:00:00,40.688,0
11933,1316,2016-01-03 11:00:00,40.125,0
12132,1316,2016-01-03 12:00:00,41.156,0
12331,1316,2016-01-03 13:00:00,39.344,0
12530,1316,2016-01-03 14:00:00,39.562,0
12729,1316,2016-01-03 15:00:00,38.75,0
12928,1316,2016-01-03 16:00:00,38.906,0
13127,1316,2016-01-03 17:00:00,37.906,0
13326,1316,2016-01-03 18:00:00,53.031,0
13525,1316,2016-01-03 19:00:00,52.562,0
13724,1316,2016-01-03 20:00:00,51.094,0
13923,1316,2016-01-03 21:00:00,37.906,0
14122,1316,2016-01-03 22:00:00,37.312,0
14321,1316,2016-01-03 23:00:00,42.344,0
14520,1316,2016-01-04 00:00:00,38.969,0
14718,1316,2016-01-04 01:00:00,39.844,0
14917,1316,2016-01-04 02:00:00,40.406,0
15116,1316,2016-01-04 03:00:00,40.281,0
15315,1316,2016-01-04 04:00:00,41.438,0
15514,1316,2016-01-04 05:00:00,40.75,0
15712,1316,2016-01-04 06:00:00,41.812,0
15910,1316,2016-01-04 07:00:00,41.875,0
16109,1316,2016-01-04 08:00:00,42.219,0
16308,1316,2016-01-04 09:00:00,42.438,0
16507,1316,2016-01-04 10:00:00,40.188,0
16706,1316,2016-01-04 11:00:00,42.25,0
16905,1316,2016-01-04 12:00:00,41.75,0
17104,1316,2016-01-04 13:00:00,42.062,0
17303,1316,2016-01-04 14:00:00,42.438,0
17502,1316,2016-01-04 15:00:00,48.344,0
17701,1316,2016-01-04 16:00:00,46.594,0
17900,1316,2016-01-04 17:00:00,47.438,0
18099,1316,2016-01-04 18:00:00,49.125,0
18298,1316,2016-01-04 19:00:00,47.906,0
18497,1316,2016-01-04 20:00:00,48.312,0
18696,1316,2016-01-04 21:00:00,48.75,0
18895,1316,2016-01-04 22:00:00,47.438,0
19094,1316,2016-01-04 23:00:00,41.312,0
19293,1316,2016-01-05 00:00:00,40.656,0
19491,1316,2016-01-05 01:00:00,40.406,0
19690,1316,2016-01-05 02:00:00,42.5,0
19889,1316,2016-01-05 03:00:00,41.344,0
20088,1316,2016-01-05 04:00:00,41.688,0
20287,1316,2016-01-05 05:00:00,41.188,0
20486,1316,2016-01-05 06:00:00,41.781,0
20685,1316,2016-01-05 07:00:00,42.562,0
20884,1316,2016-01-05 08:00:00,43.281,0
21083,1316,2016-01-05 09:00:00,41.594,0
21282,1316,2016-01-05 10:00:00,40.656,0
21481,1316,2016-01-05 11:00:00,43.562,0
21680,1316,2016-01-05 12:00:00,45.75,0
21879,1316,2016-01-05 13:00:00,42.562,0
22078,1316,2016-01-05 14:00:00,51.469,0
22277,1316,2016-01-05 15:00:00,53.281,0
22476,1316,2016-01-05 16:00:00,53.594,0
22675,1316,2016-01-05 17:00:00,49.656,0
22874,1316,2016-01-05 18:00:00,48.656,0
23073,1316,2016-01-05 19:00:00,48.781,0
23272,1316,2016-01-05 20:00:00,48.438,0
23471,1316,2016-01-05 21:00:00,46.219,0
23670,1316,2016-01-05 22:00:00,46.062,0
23869,1316,2016-01-05 23:00:00,46.844,0
24068,1316,2016-01-06 00:00:00,47.688,0
24266,1316,2016-01-06 01:00:00,47.531,0
24465,1316,2016-01-06 02:00:00,47.875,0
24664,1316,2016-01-06 03:00:00,48.312,0
24863,1316,2016-01-06 04:00:00,48.281,0
25062,1316,2016-01-06 05:00:00,47.0,0
25260,1316,2016-01-06 06:00:00,47.375,0
25459,1316,2016-01-06 07:00:00,47.781,0
25658,1316,2016-01-06 08:00:00,50.594,0
25857,1316,2016-01-06 09:00:00,49.188,0
26054,1316,2016-01-06 10:00:00,48.969,0
26253,1316,2016-01-06 11:00:00,50.281,0
26452,1316,2016-01-06 12:00:00,50.281,0
26651,1316,2016-01-06 13:00:00,48.75,0
26850,1316,2016-01-06 14:00:00,47.781,0
27049,1316,2016-01-06 15:00:00,46.875,0
27248,1316,2016-01-06 16:00:00,48.094,0
27447,1316,2016-01-06 17:00:00,47.875,0
27646,1316,2016-01-06 18:00:00,48.031,0
27845,1316,2016-01-06 19:00:00,42.0,0
28044,1316,2016-01-06 20:00:00,41.688,0
28243,1316,2016-01-06 21:00:00,53.594,0
28442,1316,2016-01-06 22:00:00,43.031,0
28641,1316,2016-01-06 23:00:00,43.219,0
28838,1316,2016-01-07 00:00:00,43.375,0
29034,1316,2016-01-07 01:00:00,43.281,0
29231,1316,2016-01-07 02:00:00,44.781,0
29428,1316,2016-01-07 03:00:00,44.312,0
29625,1316,2016-01-07 04:00:00,43.5,0
29822,1316,2016-01-07 05:00:00,45.0,0
30018,1316,2016-01-07 06:00:00,42.5,0
30215,1316,2016-01-07 07:00:00,44.156,0
30412,1316,2016-01-07 08:00:00,43.719,0
30609,1316,2016-01-07 09:00:00,43.781,0
30806,1316,2016-01-07 10:00:00,43.25,0
31003,1316,2016-01-07 11:00:00,48.219,0
31200,1316,2016-01-07 12:00:00,47.688,0
31397,1316,2016-01-07 13:00:00,44.344,0
31594,1316,2016-01-07 14:00:00,46.719,0
31791,1316,2016-01-07 15:00:00,45.219,0
31988,1316,2016-01-07 16:00:00,48.344,0
32185,1316,2016-01-07 17:00:00,46.781,0
