,building_id,timestamp,meter_reading,anomaly
128,974,2016-01-01 00:00:00,,0
326,974,2016-01-01 01:00:00,50.0,0
525,974,2016-01-01 02:00:00,50.0,0
724,974,2016-01-01 03:00:00,49.0,0
923,974,2016-01-01 04:00:00,50.0,0
1122,974,2016-01-01 05:00:00,49.0,0
1321,974,2016-01-01 06:00:00,49.0,0
1520,974,2016-01-01 07:00:00,49.0,0
1719,974,2016-01-01 08:00:00,49.0,0
1918,974,2016-01-01 09:00:00,48.0,0
2117,974,2016-01-01 10:00:00,46.0,0
2316,974,2016-01-01 11:00:00,46.0,0
2515,974,2016-01-01 12:00:00,46.0,0
2714,974,2016-01-01 13:00:00,47.0,0
2913,974,2016-01-01 14:00:00,46.0,0
3112,974,2016-01-01 15:00:00,47.0,0
3311,974,2016-01-01 16:00:00,47.0,0
3510,974,2016-01-01 17:00:00,48.0,0
3709,974,2016-01-01 18:00:00,49.0,0
3908,974,2016-01-01 19:00:00,51.0,0
4107,974,2016-01-01 20:00:00,49.0,0
4306,974,2016-01-01 21:00:00,49.0,0
4505,974,2016-01-01 22:00:00,48.0,0
4704,974,2016-01-01 23:00:00,50.0,0
4903,974,2016-01-02 00:00:00,48.0,0
5101,974,2016-01-02 01:00:00,48.0,0
5300,974,2016-01-02 02:00:00,50.0,0
5499,974,2016-01-02 03:00:00,49.0,0
5698,974,2016-01-02 04:00:00,49.0,0
5897,974,2016-01-02 05:00:00,49.0,0
6096,974,2016-01-02 06:00:00,50.0,0
6295,974,2016-01-02 07:00:00,48.0,0
6494,974,2016-01-02 08:00:00,49.0,0
6693,974,2016-01-02 09:00:00,47.0,0
6892,974,2016-01-02 10:00:00,47.0,0
7091,974,2016-01-02 11:00:00,46.0,0
7290,974,2016-01-02 12:00:00,48.0,0
7489,974,2016-01-02 13:00:00,46.0,0
7688,974,2016-01-02 14:00:00,47.0,0
7887,974,2016-01-02 15:00:00,47.0,0
8086,974,2016-01-02 16:00:00,48.0,0
8285,974,2016-01-02 17:00:00,48.0,0
8484,974,2016-01-02 18:00:00,48.0,0
8683,974,2016-01-02 19:00:00,49.0,0
8882,974,2016-01-02 20:00:00,50.0,0
9081,974,2016-01-02 21:00:00,49.0,0
9280,974,2016-01-02 22:00:00,49.0,0
9479,974,2016-01-02 23:00:00,49.0,0
9678,974,2016-01-03 00:00:00,50.0,0
9876,974,2016-01-03 01:00:00,48.0,0
10075,974,2016-01-03 02:00:00,49.0,0
