,building_id,timestamp,meter_reading,anomaly
148,1143,2016-01-01 00:00:00,52.0,0
346,1143,2016-01-01 01:00:00,52.0,0
545,1143,2016-01-01 02:00:00,51.0,0
744,1143,2016-01-01 03:00:00,51.0,0
943,1143,2016-01-01 04:00:00,51.0,0
1142,1143,2016-01-01 05:00:00,54.0,0
1341,1143,2016-01-01 06:00:00,52.0,0
1540,1143,2016-01-01 07:00:00,55.0,0
1739,1143,2016-01-01 08:00:00,57.0,0
1938,1143,2016-01-01 09:00:00,57.0,0
2137,1143,2016-01-01 10:00:00,56.0,0
2336,1143,2016-01-01 11:00:00,56.0,0
2535,1143,2016-01-01 12:00:00,54.0,0
2734,1143,2016-01-01 13:00:00,58.0,0
2933,1143,2016-01-01 14:00:00,56.0,0
3132,1143,2016-01-01 15:00:00,56.0,0
3331,1143,2016-01-01 16:00:00,56.0,0
3530,1143,2016-01-01 17:00:00,56.0,0
3729,1143,2016-01-01 18:00:00,56.0,0
3928,1143,2016-01-01 19:00:00,56.0,0
4127,1143,2016-01-01 20:00:00,57.0,0
4326,1143,2016-01-01 21:00:00,56.0,0
4525,1143,2016-01-01 22:00:00,56.0,0
4724,1143,2016-01-01 23:00:00,52.0,0
4923,1143,2016-01-02 00:00:00,52.0,0
5121,1143,2016-01-02 01:00:00,52.0,0
5320,1143,2016-01-02 02:00:00,51.0,0
5519,1143,2016-01-02 03:00:00,50.0,0
5718,1143,2016-01-02 04:00:00,50.0,0
5917,1143,2016-01-02 05:00:00,54.0,0
6116,1143,2016-01-02 06:00:00,50.0,0
6315,1143,2016-01-02 07:00:00,53.0,0
6514,1143,2016-01-02 08:00:00,50.0,0
6713,1143,2016-01-02 09:00:00,51.0,0
6912,1143,2016-01-02 10:00:00,51.0,0
7111,1143,2016-01-02 11:00:00,50.0,0
7310,1143,2016-01-02 12:00:00,50.0,0
7509,1143,2016-01-02 13:00:00,51.0,0
7708,1143,2016-01-02 14:00:00,50.0,0
7907,1143,2016-01-02 15:00:00,51.0,0
8106,1143,2016-01-02 16:00:00,51.0,0
8305,1143,2016-01-02 17:00:00,50.0,0
8504,1143,2016-01-02 18:00:00,51.0,0
8703,1143,2016-01-02 19:00:00,51.0,0
8902,1143,2016-01-02 20:00:00,53.0,0
9101,1143,2016-01-02 21:00:00,51.0,0
9300,1143,2016-01-02 22:00:00,50.0,0
9499,1143,2016-01-02 23:00:00,51.0,0
9698,1143,2016-01-03 00:00:00,50.0,0
9896,1143,2016-01-03 01:00:00,50.0,0
10095,1143,2016-01-03 02:00:00,50.0,0
10294,1143,2016-01-03 03:00:00,51.0,0
10493,1143,2016-01-03 04:00:00,50.0,0
10692,1143,2016-01-03 05:00:00,53.0,0
10891,1143,2016-01-03 06:00:00,51.0,0
11090,1143,2016-01-03 07:00:00,51.0,0
11289,1143,2016-01-03 08:00:00,52.0,0
11488,1143,2016-01-03 09:00:00,51.0,0
11687,1143,2016-01-03 10:00:00,51.0,0
11886,1143,2016-01-03 11:00:00,51.0,0
12085,1143,2016-01-03 12:00:00,53.0,0
12284,1143,2016-01-03 13:00:00,54.0,0
12483,1143,2016-01-03 14:00:00,55.0,0
12682,1143,2016-01-03 15:00:00,55.0,0
12881,1143,2016-01-03 16:00:00,55.0,0
13080,1143,2016-01-03 17:00:00,52.0,0
13279,1143,2016-01-03 18:00:00,51.0,0
13478,1143,2016-01-03 19:00:00,53.0,0
13677,1143,2016-01-03 20:00:00,52.0,0
13876,1143,2016-01-03 21:00:00,54.0,0
14075,1143,2016-01-03 22:00:00,53.0,0
14274,1143,2016-01-03 23:00:00,52.0,0
14473,1143,2016-01-04 00:00:00,51.0,0
14671,1143,2016-01-04 01:00:00,51.0,0
14870,1143,2016-01-04 02:00:00,51.0,0
15069,1143,2016-01-04 03:00:00,51.0,0
15268,1143,2016-01-04 04:00:00,51.0,0
15467,1143,2016-01-04 05:00:00,53.0,0
15665,1143,2016-01-04 06:00:00,56.0,0
15863,1143,2016-01-04 07:00:00,67.0,0
16062,1143,2016-01-04 08:00:00,74.0,0
16261,1143,2016-01-04 09:00:00,93.0,0
16460,1143,2016-01-04 10:00:00,98.0,0
16659,1143,2016-01-04 11:00:00,99.0,0
16858,1143,2016-01-04 12:00:00,96.0,0
17057,1143,2016-01-04 13:00:00,97.0,0
17256,1143,2016-01-04 14:00:00,97.0,0
17455,1143,2016-01-04 15:00:00,97.0,0
17654,1143,2016-01-04 16:00:00,100.0,0
17853,1143,2016-01-04 17:00:00,88.0,0
18052,1143,2016-01-04 18:00:00,75.0,0
18251,1143,2016-01-04 19:00:00,75.0,0
18450,1143,2016-01-04 20:00:00,71.0,0
18649,1143,2016-01-04 21:00:00,67.0,0
18848,1143,2016-01-04 22:00:00,67.0,0
19047,1143,2016-01-04 23:00:00,57.0,0
19246,1143,2016-01-05 00:00:00,54.0,0
19444,1143,2016-01-05 01:00:00,54.0,0
19643,1143,2016-01-05 02:00:00,53.0,0
19842,1143,2016-01-05 03:00:00,55.0,0
20041,1143,2016-01-05 04:00:00,53.0,0
20240,1143,2016-01-05 05:00:00,56.0,0
20439,1143,2016-01-05 06:00:00,57.0,0
20638,1143,2016-01-05 07:00:00,64.0,0
20837,1143,2016-01-05 08:00:00,70.0,0
21036,1143,2016-01-05 09:00:00,94.0,0
21235,1143,2016-01-05 10:00:00,98.0,0
21434,1143,2016-01-05 11:00:00,99.0,0
21633,1143,2016-01-05 12:00:00,100.0,0
21832,1143,2016-01-05 13:00:00,96.0,0
22031,1143,2016-01-05 14:00:00,96.0,0
22230,1143,2016-01-05 15:00:00,98.0,0
22429,1143,2016-01-05 16:00:00,96.0,0
22628,1143,2016-01-05 17:00:00,90.0,0
22827,1143,2016-01-05 18:00:00,78.0,0
23026,1143,2016-01-05 19:00:00,72.0,0
23225,1143,2016-01-05 20:00:00,68.0,0
23424,1143,2016-01-05 21:00:00,65.0,0
23623,1143,2016-01-05 22:00:00,65.0,0
23822,1143,2016-01-05 23:00:00,55.0,0
24021,1143,2016-01-06 00:00:00,57.0,0
24219,1143,2016-01-06 01:00:00,54.0,0
24418,1143,2016-01-06 02:00:00,54.0,0
24617,1143,2016-01-06 03:00:00,55.0,0
24816,1143,2016-01-06 04:00:00,53.0,0
25015,1143,2016-01-06 05:00:00,56.0,0
25213,1143,2016-01-06 06:00:00,56.0,0
25412,1143,2016-01-06 07:00:00,67.0,0
25611,1143,2016-01-06 08:00:00,72.0,0
25810,1143,2016-01-06 09:00:00,93.0,0
26007,1143,2016-01-06 10:00:00,93.0,0
26206,1143,2016-01-06 11:00:00,98.0,0
26405,1143,2016-01-06 12:00:00,98.0,0
26604,1143,2016-01-06 13:00:00,95.0,0
26803,1143,2016-01-06 14:00:00,98.0,0
27002,1143,2016-01-06 15:00:00,99.0,0
27201,1143,2016-01-06 16:00:00,96.0,0
27400,1143,2016-01-06 17:00:00,88.0,0
27599,1143,2016-01-06 18:00:00,77.0,0
27798,1143,2016-01-06 19:00:00,71.0,0
27997,1143,2016-01-06 20:00:00,67.0,0
28196,1143,2016-01-06 21:00:00,66.0,0
28395,1143,2016-01-06 22:00:00,64.0,0
