,building_id,timestamp,meter_reading,anomaly
76,722,2016-01-01 00:00:00,1.3,0
276,722,2016-01-01 01:00:00,4.7,0
474,722,2016-01-01 02:00:00,2.7,0
673,722,2016-01-01 03:00:00,2.7,0
872,722,2016-01-01 04:00:00,2.6,0
1071,722,2016-01-01 05:00:00,4.1,0
1270,722,2016-01-01 06:00:00,3.6,0
1469,722,2016-01-01 07:00:00,3.0,0
1668,722,2016-01-01 08:00:00,2.7,0
1867,722,2016-01-01 09:00:00,2.7,0
2066,722,2016-01-01 10:00:00,2.8,0
2265,722,2016-01-01 11:00:00,2.6,0
2464,722,2016-01-01 12:00:00,2.7,0
2663,722,2016-01-01 13:00:00,4.3,0
2862,722,2016-01-01 14:00:00,3.3,0
3061,722,2016-01-01 15:00:00,2.8,0
3260,722,2016-01-01 16:00:00,2.7,0
3459,722,2016-01-01 17:00:00,2.9,0
3658,722,2016-01-01 18:00:00,3.0,0
3857,722,2016-01-01 19:00:00,3.0,0
4056,722,2016-01-01 20:00:00,3.0,0
4255,722,2016-01-01 21:00:00,3.0,0
4454,722,2016-01-01 22:00:00,2.8,0
4653,722,2016-01-01 23:00:00,2.8,0
4852,722,2016-01-02 00:00:00,2.8,0
5051,722,2016-01-02 01:00:00,2.7,0
5249,722,2016-01-02 02:00:00,2.8,0
5448,722,2016-01-02 03:00:00,2.7,0
5647,722,2016-01-02 04:00:00,2.8,0
5846,722,2016-01-02 05:00:00,2.7,0
6045,722,2016-01-02 06:00:00,2.9,0
6244,722,2016-01-02 07:00:00,3.0,0
6443,722,2016-01-02 08:00:00,3.0,0
6642,722,2016-01-02 09:00:00,2.8,0
6841,722,2016-01-02 10:00:00,2.6,0
7040,722,2016-01-02 11:00:00,2.7,0
7239,722,2016-01-02 12:00:00,2.7,0
7438,722,2016-01-02 13:00:00,2.8,0
7637,722,2016-01-02 14:00:00,2.8,0
7836,722,2016-01-02 15:00:00,2.8,0
8035,722,2016-01-02 16:00:00,2.7,0
8234,722,2016-01-02 17:00:00,2.9,0
8433,722,2016-01-02 18:00:00,3.0,0
8632,722,2016-01-02 19:00:00,3.0,0
8831,722,2016-01-02 20:00:00,3.0,0
9030,722,2016-01-02 21:00:00,3.0,0
9229,722,2016-01-02 22:00:00,3.0,0
9428,722,2016-01-02 23:00:00,2.8,0
9627,722,2016-01-03 00:00:00,2.7,0
9826,722,2016-01-03 01:00:00,2.7,0
10024,722,2016-01-03 02:00:00,2.8,0
10223,722,2016-01-03 03:00:00,2.6,0
10422,722,2016-01-03 04:00:00,2.6,0
10621,722,2016-01-03 05:00:00,5.0,0
10820,722,2016-01-03 06:00:00,3.1,0
11019,722,2016-01-03 07:00:00,3.0,0
11218,722,2016-01-03 08:00:00,2.9,0
11417,722,2016-01-03 09:00:00,2.8,0
11616,722,2016-01-03 10:00:00,2.7,0
11815,722,2016-01-03 11:00:00,2.7,0
