,building_id,timestamp,meter_reading,anomaly
159,1241,2016-01-01 00:00:00,234.18,0
357,1241,2016-01-01 01:00:00,294.156,0
556,1241,2016-01-01 02:00:00,354.152,0
755,1241,2016-01-01 03:00:00,294.121,0
954,1241,2016-01-01 04:00:00,294.102,0
1153,1241,2016-01-01 05:00:00,294.09,0
1352,1241,2016-01-01 06:00:00,234.148,0
1551,1241,2016-01-01 07:00:00,234.164,0
1750,1241,2016-01-01 08:00:00,234.152,0
1949,1241,2016-01-01 09:00:00,234.16,0
2148,1241,2016-01-01 10:00:00,174.172,0
2347,1241,2016-01-01 11:00:00,234.172,0
2546,1241,2016-01-01 12:00:00,294.137,0
2745,1241,2016-01-01 13:00:00,299.356,0
2944,1241,2016-01-01 14:00:00,359.816,0
3143,1241,2016-01-01 15:00:00,299.816,0
3342,1241,2016-01-01 16:00:00,299.816,0
3541,1241,2016-01-01 17:00:00,299.816,0
3740,1241,2016-01-01 18:00:00,299.816,0
3939,1241,2016-01-01 19:00:00,236.866,0
4138,1241,2016-01-01 20:00:00,299.816,0
4337,1241,2016-01-01 21:00:00,299.816,0
4536,1241,2016-01-01 22:00:00,296.336,0
4735,1241,2016-01-01 23:00:00,294.363,0
4934,1241,2016-01-02 00:00:00,234.188,0
5132,1241,2016-01-02 01:00:00,294.191,0
5331,1241,2016-01-02 02:00:00,234.176,0
5530,1241,2016-01-02 03:00:00,294.176,0
5729,1241,2016-01-02 04:00:00,354.148,0
5928,1241,2016-01-02 05:00:00,294.113,0
6127,1241,2016-01-02 06:00:00,234.051,0
6326,1241,2016-01-02 07:00:00,234.144,0
6525,1241,2016-01-02 08:00:00,294.156,0
6724,1241,2016-01-02 09:00:00,234.16,0
6923,1241,2016-01-02 10:00:00,234.152,0
7122,1241,2016-01-02 11:00:00,234.191,0
7321,1241,2016-01-02 12:00:00,234.148,0
7520,1241,2016-01-02 13:00:00,239.816,0
7719,1241,2016-01-02 14:00:00,239.82,0
7918,1241,2016-01-02 15:00:00,239.816,0
8117,1241,2016-01-02 16:00:00,239.816,0
8316,1241,2016-01-02 17:00:00,239.816,0
8515,1241,2016-01-02 18:00:00,299.816,0
8714,1241,2016-01-02 19:00:00,299.816,0
8913,1241,2016-01-02 20:00:00,299.816,0
9112,1241,2016-01-02 21:00:00,239.816,0
