,building_id,timestamp,meter_reading,anomaly
73,708,2016-01-01 00:00:00,10.1,0
273,708,2016-01-01 01:00:00,25.2,0
471,708,2016-01-01 02:00:00,24.8,0
670,708,2016-01-01 03:00:00,25.0,0
869,708,2016-01-01 04:00:00,25.5,0
1068,708,2016-01-01 05:00:00,26.1,0
1267,708,2016-01-01 06:00:00,28.6,0
1466,708,2016-01-01 07:00:00,30.1,0
1665,708,2016-01-01 08:00:00,36.5,0
1864,708,2016-01-01 09:00:00,30.3,0
2063,708,2016-01-01 10:00:00,29.6,0
2262,708,2016-01-01 11:00:00,27.1,0
2461,708,2016-01-01 12:00:00,27.7,0
2660,708,2016-01-01 13:00:00,26.5,0
2859,708,2016-01-01 14:00:00,33.4,0
3058,708,2016-01-01 15:00:00,32.9,0
3257,708,2016-01-01 16:00:00,33.2,0
3456,708,2016-01-01 17:00:00,33.7,0
3655,708,2016-01-01 18:00:00,34.0,0
3854,708,2016-01-01 19:00:00,34.6,0
4053,708,2016-01-01 20:00:00,31.6,0
4252,708,2016-01-01 21:00:00,30.9,0
4451,708,2016-01-01 22:00:00,25.3,0
4650,708,2016-01-01 23:00:00,30.2,0
4849,708,2016-01-02 00:00:00,24.3,0
5048,708,2016-01-02 01:00:00,30.5,0
5246,708,2016-01-02 02:00:00,29.1,0
5445,708,2016-01-02 03:00:00,28.7,0
5644,708,2016-01-02 04:00:00,25.0,0
5843,708,2016-01-02 05:00:00,25.6,0
6042,708,2016-01-02 06:00:00,27.1,0
6241,708,2016-01-02 07:00:00,28.3,0
6440,708,2016-01-02 08:00:00,27.9,0
6639,708,2016-01-02 09:00:00,25.3,0
6838,708,2016-01-02 10:00:00,25.0,0
7037,708,2016-01-02 11:00:00,31.0,0
7236,708,2016-01-02 12:00:00,28.4,0
7435,708,2016-01-02 13:00:00,29.2,0
7634,708,2016-01-02 14:00:00,26.4,0
7833,708,2016-01-02 15:00:00,21.1,0
8032,708,2016-01-02 16:00:00,26.8,0
8231,708,2016-01-02 17:00:00,26.4,0
8430,708,2016-01-02 18:00:00,33.1,0
8629,708,2016-01-02 19:00:00,32.5,0
8828,708,2016-01-02 20:00:00,25.1,0
9027,708,2016-01-02 21:00:00,27.1,0
9226,708,2016-01-02 22:00:00,28.8,0
9425,708,2016-01-02 23:00:00,28.6,0
9624,708,2016-01-03 00:00:00,25.0,0
9823,708,2016-01-03 01:00:00,28.2,0
10021,708,2016-01-03 02:00:00,27.7,0
10220,708,2016-01-03 03:00:00,27.6,0
10419,708,2016-01-03 04:00:00,28.3,0
10618,708,2016-01-03 05:00:00,27.5,0
10817,708,2016-01-03 06:00:00,29.1,0
11016,708,2016-01-03 07:00:00,31.6,0
11215,708,2016-01-03 08:00:00,29.8,0
11414,708,2016-01-03 09:00:00,29.2,0
11613,708,2016-01-03 10:00:00,36.0,0
11812,708,2016-01-03 11:00:00,37.3,0
12011,708,2016-01-03 12:00:00,36.8,0
12210,708,2016-01-03 13:00:00,32.4,0
12409,708,2016-01-03 14:00:00,23.2,0
12608,708,2016-01-03 15:00:00,27.7,0
12807,708,2016-01-03 16:00:00,30.3,0
13006,708,2016-01-03 17:00:00,27.3,0
13205,708,2016-01-03 18:00:00,29.0,0
13404,708,2016-01-03 19:00:00,32.4,0
13603,708,2016-01-03 20:00:00,30.1,0
13802,708,2016-01-03 21:00:00,23.5,0
14001,708,2016-01-03 22:00:00,28.7,0
14200,708,2016-01-03 23:00:00,28.8,0
14399,708,2016-01-04 00:00:00,26.9,0
14598,708,2016-01-04 01:00:00,31.5,0
14796,708,2016-01-04 02:00:00,31.0,0
14995,708,2016-01-04 03:00:00,31.9,0
15194,708,2016-01-04 04:00:00,33.4,0
15393,708,2016-01-04 05:00:00,38.5,0
15591,708,2016-01-04 06:00:00,61.1,0
15789,708,2016-01-04 07:00:00,62.7,0
15988,708,2016-01-04 08:00:00,92.4,0
16187,708,2016-01-04 09:00:00,125.1,0
16386,708,2016-01-04 10:00:00,150.6,0
16585,708,2016-01-04 11:00:00,165.3,0
16784,708,2016-01-04 12:00:00,165.9,0
16983,708,2016-01-04 13:00:00,157.6,0
17182,708,2016-01-04 14:00:00,147.5,0
17381,708,2016-01-04 15:00:00,136.4,0
17580,708,2016-01-04 16:00:00,112.7,0
17779,708,2016-01-04 17:00:00,102.2,0
17978,708,2016-01-04 18:00:00,88.3,0
18177,708,2016-01-04 19:00:00,87.7,0
18376,708,2016-01-04 20:00:00,89.1,0
18575,708,2016-01-04 21:00:00,64.1,0
18774,708,2016-01-04 22:00:00,33.2,0
18973,708,2016-01-04 23:00:00,32.0,0
19172,708,2016-01-05 00:00:00,30.5,0
19371,708,2016-01-05 01:00:00,32.9,0
19569,708,2016-01-05 02:00:00,29.0,0
19768,708,2016-01-05 03:00:00,32.4,0
19967,708,2016-01-05 04:00:00,33.9,0
20166,708,2016-01-05 05:00:00,37.8,0
20365,708,2016-01-05 06:00:00,63.9,0
20564,708,2016-01-05 07:00:00,72.4,0
20763,708,2016-01-05 08:00:00,97.8,0
20962,708,2016-01-05 09:00:00,134.9,0
21161,708,2016-01-05 10:00:00,155.6,0
21360,708,2016-01-05 11:00:00,143.7,0
21559,708,2016-01-05 12:00:00,145.2,0
21758,708,2016-01-05 13:00:00,139.0,0
21957,708,2016-01-05 14:00:00,137.8,0
22156,708,2016-01-05 15:00:00,132.4,0
22355,708,2016-01-05 16:00:00,110.0,0
22554,708,2016-01-05 17:00:00,100.7,0
22753,708,2016-01-05 18:00:00,111.4,0
22952,708,2016-01-05 19:00:00,87.5,0
